NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type
deca_Ag_09_Au_04_config_319,-12550.9346,-12550.937384,0.998506,0.17812,4,9,-2.068108,-0.159085,-1.693105,-0.130239,-17.544384,-1.349568,39,2.8716004,19,2.8426588,0.4872,18,2.8684700,0.4615,2,3.1747243,0.0513,Deca
deca_Ag_09_Au_04_config_320,-12549.3608,-12550.486857,0.998793,0.22135,4,9,-0.494308,-0.038024,-1.242578,-0.095583,-17.093857,-1.314912,37,2.8448884,18,2.8229425,0.4865,17,2.8635490,0.4595,2,2.8837862,0.0541,Deca
deca_Ag_09_Au_04_config_321,-12549.9759,-12550.950279,0.996192,0.18648,4,9,-1.109408,-0.085339,-1.706000,-0.131231,-17.557279,-1.350560,37,2.8531153,19,2.8450675,0.5135,18,2.8616099,0.4865,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_322,-12551.4198,-12551.420504,0.991412,0.16339,4,9,-2.553308,-0.196408,-2.176225,-0.167402,-18.027504,-1.386731,37,2.8478446,20,2.8639770,0.5405,14,2.8289475,0.3784,3,2.8284838,0.0811,Deca
deca_Ag_09_Au_04_config_323,-12550.4264,-12550.430910,0.996011,0.18580,4,9,-1.559908,-0.119993,-1.186631,-0.091279,-17.037910,-1.310608,36,2.8452423,19,2.8559864,0.5278,16,2.8311937,0.4444,1,2.8658972,0.0278,Deca
deca_Ag_09_Au_04_config_324,-12549.9542,-12551.529848,0.995376,0.18202,4,9,-1.087708,-0.083670,-2.285569,-0.175813,-18.136848,-1.395142,36,2.8345850,17,2.8392425,0.4722,17,2.8285706,0.4722,2,2.8461165,0.0556,Deca
deca_Ag_09_Au_04_config_325,-12550.9194,-12550.921410,0.998987,0.21883,4,9,-2.052908,-0.157916,-1.677131,-0.129010,-17.528410,-1.348339,41,2.8788743,20,2.8435173,0.4878,20,2.9040153,0.4878,1,3.0831935,0.0244,Deca
deca_Ag_09_Au_04_config_326,-12550.1010,-12550.577928,0.998715,0.22025,4,9,-1.234508,-0.094962,-1.333649,-0.102588,-17.184928,-1.321918,37,2.8486412,17,2.8296075,0.4595,19,2.8625252,0.5135,1,2.9084103,0.0270,Deca
deca_Ag_09_Au_04_config_327,-12549.9449,-12551.447482,0.997526,0.20085,4,9,-1.078408,-0.082954,-2.203203,-0.169477,-18.054482,-1.388806,38,2.8498042,22,2.8663523,0.5789,16,2.8270514,0.4211,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_328,-12549.6674,-12551.539287,0.995461,0.18251,4,9,-0.800908,-0.061608,-2.295008,-0.176539,-18.146287,-1.395868,36,2.8336496,17,2.8448865,0.4722,17,2.8171253,0.4722,2,2.8786006,0.0556,Deca
deca_Ag_09_Au_04_config_329,-12549.8314,-12550.881927,0.999495,0.13653,4,9,-0.964908,-0.074224,-1.637648,-0.125973,-17.488927,-1.345302,36,2.8402593,19,2.8608937,0.5278,17,2.8171976,0.4722,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_330,-12549.3669,-12551.499285,0.991798,0.16478,4,9,-0.500408,-0.038493,-2.255006,-0.173462,-18.106285,-1.392791,34,2.8075802,16,2.8256583,0.4706,16,2.7946417,0.4706,2,2.7664647,0.0588,Deca
deca_Ag_09_Au_04_config_331,-12550.6104,-12550.611489,0.996182,0.18777,4,9,-1.743908,-0.134147,-1.367210,-0.105170,-17.218489,-1.324499,36,2.8493588,15,2.8586709,0.4167,19,2.8513548,0.5278,2,2.7605600,0.0556,Deca
deca_Ag_09_Au_04_config_332,-12551.0708,-12551.137499,0.999988,0.21964,4,9,-2.204308,-0.169562,-1.893220,-0.145632,-17.744499,-1.364961,34,2.8183942,14,2.8063791,0.4118,17,2.8005900,0.5000,3,2.9753568,0.0882,Deca
deca_Ag_09_Au_04_config_333,-12551.7963,-12551.795974,0.995011,0.17966,4,9,-2.929808,-0.225370,-2.551695,-0.196284,-18.402974,-1.415613,37,2.8456368,18,2.8799312,0.4865,18,2.8142135,0.4865,1,2.7939484,0.0270,Deca
deca_Ag_09_Au_04_config_334,-12549.5722,-12551.655357,0.996736,0.19248,4,9,-0.705708,-0.054285,-2.411078,-0.185468,-18.262357,-1.404797,34,2.8059731,18,2.8194113,0.5294,14,2.7904866,0.4118,2,2.7934341,0.0588,Deca
deca_Ag_09_Au_04_config_335,-12549.3837,-12551.177688,0.994647,0.17744,4,9,-0.517208,-0.039785,-1.933409,-0.148724,-17.784688,-1.368053,35,2.8273954,18,2.8235111,0.5143,15,2.8335402,0.4286,2,2.8162699,0.0571,Deca
deca_Ag_09_Au_04_config_336,-12549.7085,-12550.512796,0.998220,0.15998,4,9,-0.842008,-0.064770,-1.268517,-0.097578,-17.119796,-1.316907,35,2.8557131,12,2.8851097,0.3429,21,2.8087952,0.6000,2,3.1719811,0.0571,Deca
deca_Ag_09_Au_04_config_337,-12549.6253,-12551.370144,0.998776,0.22162,4,9,-0.758808,-0.058370,-2.125865,-0.163528,-17.977144,-1.382857,33,2.8038673,15,2.7972748,0.4545,17,2.8046911,0.5152,1,2.8887579,0.0303,Deca
deca_Ag_09_Au_04_config_338,-12549.7383,-12550.567566,0.996811,0.19108,4,9,-0.871808,-0.067062,-1.323287,-0.101791,-17.174566,-1.321120,34,2.8230605,19,2.8245547,0.5588,13,2.8154972,0.3824,2,2.8580184,0.0588,Deca
deca_Ag_09_Au_04_config_339,-12551.4936,-12551.496068,0.995050,0.17998,4,9,-2.627108,-0.202085,-2.251789,-0.173215,-18.103068,-1.392544,36,2.8332951,18,2.8372440,0.5000,16,2.8063853,0.4444,2,3.0130332,0.0556,Deca
deca_Ag_09_Au_04_config_340,-12549.8883,-12550.235433,0.998507,0.20133,4,9,-1.021808,-0.078601,-0.991154,-0.076243,-16.842433,-1.295572,37,2.8471479,20,2.8296778,0.5405,14,2.8585422,0.3784,3,2.9104395,0.0811,Deca
deca_Ag_09_Au_04_config_341,-12550.0439,-12551.650750,0.992474,0.16730,4,9,-1.177408,-0.090570,-2.406471,-0.185113,-18.257750,-1.404442,37,2.8449194,20,2.8652856,0.5405,15,2.7883945,0.4054,2,3.0652003,0.0541,Deca
deca_Ag_09_Au_04_config_342,-12549.9039,-12551.447762,0.991575,0.16398,4,9,-1.037408,-0.079801,-2.203483,-0.169499,-18.054762,-1.388828,35,2.8306904,19,2.8623579,0.5429,15,2.7912123,0.4286,1,2.8211801,0.0286,Deca
deca_Ag_09_Au_04_config_343,-12550.1221,-12551.211411,0.995335,0.18176,4,9,-1.255608,-0.096585,-1.967132,-0.151318,-17.818411,-1.370647,38,2.8646095,20,2.8696017,0.5263,18,2.8590631,0.4737,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_344,-12549.9608,-12551.646631,0.997143,0.19649,4,9,-1.094308,-0.084178,-2.402352,-0.184796,-18.253631,-1.404125,36,2.8408136,21,2.8729730,0.5833,14,2.7802646,0.3889,1,3.0131686,0.0278,Deca
deca_Ag_09_Au_04_config_345,-12549.7283,-12550.132380,0.994788,0.17849,4,9,-0.861808,-0.066293,-0.888101,-0.068315,-16.739380,-1.287645,37,2.8495500,21,2.8379107,0.5676,12,2.7944591,0.3243,4,3.0759287,0.1081,Deca
deca_Ag_09_Au_04_config_346,-12550.0540,-12551.083569,0.998570,0.09098,4,9,-1.187508,-0.091347,-1.839290,-0.141484,-17.690569,-1.360813,39,2.8684018,21,2.8729322,0.5385,18,2.8631165,0.4615,0,0.0000000,0.0000,Deca
deca_Ag_09_Au_04_config_347,-12550.0094,-12551.658170,0.992880,0.16904,4,9,-1.142908,-0.087916,-2.413891,-0.185684,-18.265170,-1.405013,36,2.8319948,20,2.8398826,0.5556,14,2.7989545,0.3889,2,2.9843988,0.0556,Deca
deca_Ag_09_Au_04_config_348,-12549.9407,-12550.805226,0.997516,0.20069,4,9,-1.074208,-0.082631,-1.560947,-0.120073,-17.412226,-1.339402,36,2.8421288,20,2.8379321,0.5556,15,2.8389435,0.4167,1,2.9738216,0.0278,Deca
deca_Ag_09_Au_04_config_349,-12551.1278,-12551.141782,0.999959,0.18656,4,9,-2.261308,-0.173947,-1.897503,-0.145962,-17.748782,-1.365291,37,2.8527381,20,2.8617041,0.5405,15,2.8536525,0.4054,2,2.7562294,0.0541,Deca
deca_Ag_09_Au_04_config_350,-12551.6561,-12551.665726,0.999892,0.17309,4,9,-2.789608,-0.214585,-2.421447,-0.186265,-18.272726,-1.405594,35,2.8217955,16,2.8248928,0.4571,18,2.8167460,0.5143,1,2.8631494,0.0286,Deca
deca_Ag_09_Au_04_config_351,-12549.7423,-12550.253269,0.994851,0.17250,4,9,-0.875808,-0.067370,-1.008990,-0.077615,-16.860269,-1.296944,37,2.8495765,19,2.8639977,0.5135,16,2.8260825,0.4324,2,2.9005208,0.0541,Deca
deca_Ag_09_Au_04_config_352,-12551.5247,-12551.744906,0.999919,0.17377,4,9,-2.658208,-0.204478,-2.500627,-0.192356,-18.351906,-1.411685,35,2.8234873,18,2.8325932,0.5143,16,2.8077726,0.4571,1,2.9110203,0.0286,Deca
deca_Ag_09_Au_04_config_353,-12550.2840,-12550.878015,0.997617,0.19925,4,9,-1.417508,-0.109039,-1.633736,-0.125672,-17.485015,-1.345001,36,2.8507862,18,2.8410397,0.5000,18,2.8605320,0.5000,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_301,-12642.6388,-12643.065961,0.995505,0.05272,3,10,-0.507931,-0.039072,-0.542611,-0.041739,-17.249961,-1.326920,37,2.8406081,15,2.8432460,0.4054,20,2.8212178,0.5405,2,3.0147259,0.0541,Deca
deca_Ag_10_Au_03_config_302,-12643.5584,-12643.558777,0.999971,0.19287,3,10,-1.427531,-0.109810,-1.035427,-0.079648,-17.742777,-1.364829,36,2.8651326,19,2.9621911,0.5278,17,2.7566547,0.4722,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_303,-12640.2572,-12643.607069,0.999942,0.17824,3,10,1.873669,0.144128,-1.083719,-0.083363,-17.791069,-1.368544,36,2.8592081,18,2.9329269,0.5000,17,2.7647951,0.4722,1,3.1372974,0.0278,Deca
deca_Ag_10_Au_03_config_304,-12643.1232,-12643.868139,0.997984,0.11721,3,10,-0.992331,-0.076333,-1.344789,-0.103445,-18.052139,-1.388626,37,2.8490562,23,2.8491778,0.6216,13,2.8489912,0.3514,1,2.8471231,0.0270,Deca
deca_Ag_10_Au_03_config_305,-12642.8064,-12644.307480,0.992130,0.16602,3,10,-0.675531,-0.051964,-1.784130,-0.137241,-18.491480,-1.422422,36,2.8319998,24,2.8417952,0.6667,9,2.8093805,0.2500,3,2.8214877,0.0833,Deca
deca_Ag_10_Au_03_config_306,-12642.9013,-12643.410950,0.996700,0.19214,3,10,-0.770431,-0.059264,-0.887600,-0.068277,-17.594950,-1.353458,37,2.8480051,23,2.8333595,0.6216,12,2.8344936,0.3243,2,3.0974975,0.0541,Deca
deca_Ag_10_Au_03_config_307,-12643.2566,-12643.260629,0.994725,0.17498,3,10,-1.125731,-0.086595,-0.737279,-0.056714,-17.444629,-1.341895,37,2.8407395,23,2.8370342,0.6216,12,2.8267758,0.3243,2,2.9671316,0.0541,Deca
deca_Ag_10_Au_03_config_308,-12643.0546,-12643.517674,0.996592,0.18919,3,10,-0.923731,-0.071056,-0.994324,-0.076486,-17.701674,-1.361667,37,2.8427405,22,2.8262000,0.5946,14,2.8590195,0.3784,1,2.9787371,0.0270,Deca
deca_Ag_10_Au_03_config_309,-12642.9590,-12643.691043,0.996960,0.19388,3,10,-0.828131,-0.063702,-1.167693,-0.089823,-17.875043,-1.375003,36,2.8486910,22,2.8432963,0.6111,13,2.8320062,0.3611,1,3.1842942,0.0278,Deca
deca_Ag_10_Au_03_config_310,-12640.2572,-12643.607098,0.999943,0.17825,3,10,1.873669,0.144128,-1.083748,-0.083365,-17.791098,-1.368546,36,2.8591771,18,2.9328661,0.5000,17,2.7647974,0.4722,1,3.1372414,0.0278,Deca
deca_Ag_10_Au_03_config_311,-12642.9298,-12643.453657,0.996230,0.18372,3,10,-0.798931,-0.061456,-0.930307,-0.071562,-17.637657,-1.356743,37,2.8477454,21,2.8330269,0.5676,16,2.8670628,0.4324,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_312,-12641.1072,-12644.574789,0.998634,0.21878,3,10,1.023669,0.078744,-2.051439,-0.157803,-18.758789,-1.442984,34,2.8216839,21,2.8551841,0.6176,13,2.7675691,0.3824,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_313,-12644.2610,-12644.583311,0.996918,0.19425,3,10,-2.130131,-0.163856,-2.059961,-0.158459,-18.767311,-1.443639,36,2.8376539,21,2.8333173,0.5833,14,2.8486321,0.3889,1,2.7750418,0.0278,Deca
deca_Ag_10_Au_03_config_314,-12642.4687,-12642.809688,2.991692,0.16485,3,10,-0.337831,-0.025987,-0.286338,-0.022026,-16.993688,-1.307207,37,2.8463497,18,2.8467896,0.4865,16,2.8364527,0.4324,3,2.8964946,0.0811,Deca
deca_Ag_10_Au_03_config_315,-12642.6607,-12644.862578,0.993673,0.17257,3,10,-0.529831,-0.040756,-2.339228,-0.179941,-19.046578,-1.465121,38,2.8513443,24,2.8736255,0.6316,14,2.8131487,0.3684,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_316,-12642.4140,-12644.565938,0.997501,0.20050,3,10,-0.283131,-0.021779,-2.042588,-0.157122,-18.749938,-1.442303,36,2.8347278,20,2.8223157,0.5556,15,2.8578286,0.4167,1,2.7364678,0.0278,Deca
deca_Ag_10_Au_03_config_317,-12642.8975,-12644.604264,0.994993,0.17961,3,10,-0.766631,-0.058972,-2.080914,-0.160070,-18.788264,-1.445251,36,2.8305354,23,2.8351154,0.6389,11,2.8159258,0.3056,2,2.8582151,0.0556,Deca
deca_Ag_10_Au_03_config_318,-12644.2946,-12644.295067,0.998439,0.18793,3,10,-2.163731,-0.166441,-1.771717,-0.136286,-18.479067,-1.421467,38,2.8542433,25,2.8505573,0.6579,13,2.8613310,0.3421,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_319,-12644.2859,-12644.288513,0.991789,0.16482,3,10,-2.155031,-0.165772,-1.765163,-0.135782,-18.472513,-1.420963,34,2.8202884,22,2.8345194,0.6471,11,2.7908430,0.3235,1,2.8311129,0.0294,Deca
deca_Ag_10_Au_03_config_320,-12643.0754,-12644.659658,0.994679,0.17777,3,10,-0.944531,-0.072656,-2.136308,-0.164331,-18.843658,-1.449512,36,2.8299718,22,2.8268673,0.6111,13,2.8376060,0.3611,1,2.7990212,0.0278,Deca
deca_Ag_10_Au_03_config_321,-12643.0904,-12644.737292,0.994565,0.17715,3,10,-0.959531,-0.073810,-2.213942,-0.170303,-18.921292,-1.455484,36,2.8319509,23,2.8311253,0.6389,12,2.8104658,0.3333,1,3.1087422,0.0278,Deca
deca_Ag_10_Au_03_config_322,-12642.9795,-12643.403144,0.997255,0.19514,3,10,-0.848631,-0.065279,-0.879794,-0.067676,-17.587144,-1.352857,37,2.8477995,23,2.8506124,0.6216,13,2.8399847,0.3514,1,2.8846965,0.0270,Deca
deca_Ag_10_Au_03_config_323,-12643.2402,-12643.722960,0.999123,0.22916,3,10,-1.109331,-0.085333,-1.199610,-0.092278,-17.906960,-1.377458,37,2.8497193,22,2.8343289,0.5946,15,2.8722925,0.4054,0,0.0000000,0.0000,Deca
deca_Ag_10_Au_03_config_324,-12643.1516,-12644.394398,0.995610,0.18356,3,10,-1.020731,-0.078518,-1.871048,-0.143927,-18.578398,-1.429108,35,2.8274949,21,2.8299325,0.6000,14,2.8238385,0.4000,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_301,-12736.0256,-12736.026865,0.999848,0.06341,2,11,-0.630354,-0.048489,-0.224444,-0.017265,-17.787865,-1.368297,37,2.8524988,20,2.8530517,0.5405,16,2.8338957,0.4324,1,3.1390967,0.0270,Deca
deca_Ag_11_Au_02_config_302,-12735.8719,-12736.477566,0.995134,0.05334,2,11,-0.476654,-0.036666,-0.675145,-0.051934,-18.238566,-1.402967,37,2.8316813,25,2.8214371,0.6757,12,2.8530245,0.3243,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_303,-12736.7187,-12736.731541,1.000020,0.18047,2,11,-1.323454,-0.101804,-0.929120,-0.071471,-18.492541,-1.422503,35,2.8297255,27,2.8349137,0.7714,7,2.8020320,0.2000,1,2.8834953,0.0286,Deca
deca_Ag_11_Au_02_config_304,-12736.6978,-12736.821737,0.999991,0.16463,2,11,-1.302554,-0.100196,-1.019316,-0.078409,-18.582737,-1.429441,36,2.8406065,27,2.8449330,0.7500,9,2.8276258,0.2500,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_305,-12737.0526,-12737.082000,0.996135,0.18671,2,11,-1.657354,-0.127489,-1.279579,-0.098429,-18.843000,-1.449462,35,2.8268888,23,2.8221936,0.6571,12,2.8358870,0.3429,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_306,-12735.9781,-12737.116994,0.998191,0.21005,2,11,-0.582854,-0.044835,-1.314573,-0.101121,-18.877994,-1.452153,35,2.8381534,28,2.8449576,0.8000,6,2.7608776,0.1714,1,3.1112845,0.0286,Deca
deca_Ag_11_Au_02_config_307,-12736.0144,-12736.497419,0.999497,0.21158,2,11,-0.619154,-0.047627,-0.694998,-0.053461,-18.258419,-1.404494,37,2.8468208,27,2.8398542,0.7297,10,2.8656309,0.2703,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_308,-12735.9389,-12736.281523,2.999406,0.14157,2,11,-0.543654,-0.041820,-0.479102,-0.036854,-18.042523,-1.387886,37,2.8363655,28,2.8314884,0.7568,8,2.8383214,0.2162,1,2.9572701,0.0270,Deca
deca_Ag_11_Au_02_config_309,-12736.1449,-12736.682257,0.998412,0.21176,2,11,-0.749654,-0.057666,-0.879836,-0.067680,-18.443257,-1.418712,37,2.8584237,28,2.8611090,0.7568,9,2.8500683,0.2432,0,0.0000000,0.0000,Deca
deca_Ag_11_Au_02_config_310,-12735.7718,-12736.610512,0.999458,0.21751,2,11,-0.376554,-0.028966,-0.808091,-0.062161,-18.371512,-1.413193,37,2.8501348,27,2.8476930,0.7297,10,2.8567271,0.2703,0,0.0000000,0.0000,Deca
deca_Ag_12_Au_01_config_301,-12828.1010,-12829.347370,0.995127,0.05300,1,12,0.558623,0.042971,-0.265878,-0.020452,-18.685370,-1.437336,37,2.8368394,31,2.8304963,0.8378,6,2.8696127,0.1622,0,0.0000000,0.0000,Deca
deca_Ag_12_Au_01_config_302,-12828.3554,-12829.000107,0.999692,0.15583,1,12,0.304223,0.023402,0.081385,0.006260,-18.338107,-1.410624,37,2.8582971,25,2.8540096,0.6757,12,2.8672287,0.3243,0,0.0000000,0.0000,Deca
deca_Ag_12_Au_01_config_303,-12830.2564,-12830.264456,0.999972,0.19833,1,12,-1.596777,-0.122829,-1.182964,-0.090997,-19.602456,-1.507881,35,2.8284178,31,2.8336837,0.8857,4,2.7876081,0.1143,0,0.0000000,0.0000,Deca
deca_Ag_13_Au_00_config_301,-12921.9240,-12922.360563,0.999015,0.22694,0,13,0.000000,0.000000,0.000000,0.000000,-19.275563,-1.482736,37,2.8437507,37,2.8437507,1.0000,0,0.0000000,0.0000,0,0.0000000,0.0000,Deca
