NAME,E_KS (1st),E_Free,Spin,Gap,N_Au,N_Ag,DE1stStep,DE1stSteppa,EEFinal,EEFinalpa,DE_Bulk,DE_Bulk_peratom,NBONDS,AVBONDLEN,NAGAGBONDS,AVAGAGBONDLEN,AGAGRATIO,NAGAUBONDS,AVAGAUBONDLEN,AGAURATIO,NAUAUBONDS,AVAUAUBONDLEN,AUAURATIO,Type,Schoenflies symbol,CSM,RMS,Schoenflies symbol T
deca_Ag_05_Au_08_config_308,-12176.7465,-12178.63837,0.99756,0.20128,8,5,-0.937515,-0.072117,-2.510376,-0.193106,15.342512,1.180193,34,2.8123531,5,2.8089421,0.1471,18,2.8105032,0.5294,11,2.8169298,0.3235,Deca,NO,,,NO
deca_Ag_05_Au_08_config_309,-12176.9531,-12179.04059,0.99071,0.16103,8,5,-1.144115,-0.088009,-2.912596,-0.224046,14.940292,1.149253,37,2.8465726,6,2.9091518,0.1622,22,2.8414934,0.5946,9,2.8172679,0.2432,Deca,NO,,,C2
deca_Ag_05_Au_08_config_310,-12177.0211,-12178.6894,0.99342,0.17143,8,5,-1.212115,-0.09324,-2.561406,-0.197031,15.291482,1.176268,36,2.8334494,5,2.8219292,0.1389,20,2.8400214,0.5556,11,2.8267367,0.3056,Deca,NO,,,NO
deca_Ag_05_Au_08_config_311,-12176.8904,-12178.67789,0.99068,0.16103,8,5,-1.081415,-0.083186,-2.549896,-0.196146,15.302992,1.177153,35,2.8299158,6,2.8801231,0.1714,18,2.8104832,0.5143,11,2.8343284,0.3143,Deca,NO,,,NO
deca_Ag_05_Au_08_config_312,-12177.1609,-12178.14305,0.99845,0.16218,8,5,-1.351915,-0.103993,-2.015056,-0.155004,15.837832,1.218295,35,2.8288944,8,2.8753352,0.2286,19,2.8046463,0.5429,8,2.8400433,0.2286,Deca,NO,,,Cs
deca_Ag_05_Au_08_config_313,-12177.1403,-12178.3549,0.99674,0.19252,8,5,-1.331315,-0.102409,-2.226906,-0.1713,15.625982,1.201999,35,2.8296313,6,2.8374856,0.1714,22,2.8296707,0.6286,7,2.8227766,0.2,Deca,NO,,,NO
deca_Ag_05_Au_08_config_314,-12176.8439,-12178.95724,0.9971,0.19601,8,5,-1.034915,-0.079609,-2.829246,-0.217634,15.023642,1.155665,38,2.8559575,9,2.9470284,0.2368,19,2.8112495,0.5,10,2.8589375,0.2632,Deca,NO,,,NO
deca_Ag_05_Au_08_config_315,-12176.9566,-12178.81581,0.99657,0.1909,8,5,-1.147615,-0.088278,-2.687816,-0.206755,15.165072,1.166544,33,2.8048129,4,2.8301399,0.1212,21,2.8052773,0.6364,8,2.7909327,0.2424,Deca,NO,,,NO
deca_Ag_05_Au_08_config_316,-12177.0718,-12179.01616,0.99746,0.20008,8,5,-1.262815,-0.09714,-2.888166,-0.222167,14.964722,1.151132,33,2.8166687,6,2.8963146,0.1818,19,2.794554,0.5758,8,2.8094571,0.2424,Deca,NO,,,NO
deca_Ag_05_Au_08_config_317,-12177.2469,-12178.92914,0.99475,0.17821,8,5,-1.437915,-0.110609,-2.801146,-0.215473,15.051742,1.157826,36,2.836632,5,2.8953445,0.1389,22,2.8265221,0.6111,9,2.828727,0.25,Deca,Cs,1.9549,0.1398,C3v
deca_Ag_05_Au_08_config_318,-12177.2224,-12178.23247,0.99389,0.17356,8,5,-1.413415,-0.108724,-2.104476,-0.161883,15.748412,1.211416,35,2.8288705,6,2.857415,0.1714,22,2.8196878,0.6286,7,2.8332641,0.2,Deca,NO,,,Cs
deca_Ag_05_Au_08_config_319,-12177.0558,-12178.81799,0.99337,0.17115,8,5,-1.246815,-0.095909,-2.689996,-0.206923,15.162892,1.166376,33,2.8060741,3,2.7874448,0.0909,21,2.8005424,0.6364,9,2.8251917,0.2727,Deca,NO,,,NO
deca_Ag_05_Au_08_config_320,-12176.8204,-12178.99939,0.99262,0.16794,8,5,-1.011415,-0.077801,-2.871396,-0.220877,14.981492,1.152422,36,2.8363731,5,2.9330108,0.1389,22,2.8051615,0.6111,9,2.8589795,0.25,Deca,NO,,,NO
deca_Ag_05_Au_08_config_321,-12176.9259,-12178.45005,0.99735,0.1987,8,5,-1.116915,-0.085917,-2.322056,-0.17862,15.530832,1.194679,34,2.8269072,5,2.876714,0.1471,21,2.8359241,0.6176,8,2.7721086,0.2353,Deca,NO,,,NO
deca_Ag_05_Au_08_config_322,-12176.6514,-12178.77034,0.99486,0.17883,8,5,-0.842415,-0.064801,-2.642346,-0.203257,15.210542,1.170042,35,2.8274317,5,2.7810831,0.1429,18,2.8368368,0.5143,12,2.8326361,0.3429,Deca,NO,,,NO
deca_Ag_05_Au_08_config_323,-12176.7258,-12178.86528,0.99494,0.17934,8,5,-0.916815,-0.070524,-2.737286,-0.21056,15.115602,1.162739,36,2.8388636,5,2.8445716,0.1389,20,2.8392377,0.5556,11,2.8355863,0.3056,Deca,NO,,,NO
deca_Ag_05_Au_08_config_324,-12176.7682,-12178.69706,0.9952,0.18084,8,5,-0.959215,-0.073786,-2.569066,-0.19762,15.283822,1.175679,34,2.8105812,7,2.8370423,0.2059,16,2.8006375,0.4706,11,2.8082056,0.3235,Deca,NO,,,NO
deca_Ag_05_Au_08_config_325,-12176.9485,-12178.3057,0.99678,0.19299,8,5,-1.139515,-0.087655,-2.177706,-0.167516,15.675182,1.205783,32,2.8026402,5,2.7908347,0.1563,16,2.8016994,0.5,11,2.8093724,0.3438,Deca,NO,,,NO
deca_Ag_05_Au_08_config_326,-12176.8817,-12178.88623,0.99508,0.18016,8,5,-1.072715,-0.082517,-2.758236,-0.212172,15.094652,1.161127,34,2.8120706,4,2.9073803,0.1176,22,2.8090575,0.6471,8,2.7727008,0.2353,Deca,Cs,2.0097,0.1418,C2v
deca_Ag_05_Au_08_config_327,-12176.8174,-12179.34308,0.99873,0.22094,8,5,-1.008415,-0.07757,-3.215086,-0.247314,14.637802,1.125985,34,2.8186238,6,2.9214122,0.1765,22,2.8116953,0.6471,6,2.741236,0.1765,Deca,NO,,,C2v
deca_Ag_05_Au_08_config_328,-12177.0225,-12178.38534,0.99567,0.18397,8,5,-1.213515,-0.093347,-2.257346,-0.173642,15.595542,1.199657,33,2.8164728,4,2.8157337,0.1212,18,2.7840242,0.5455,11,2.8698385,0.3333,Deca,Cs,0.0412,0.0203,Cs
deca_Ag_05_Au_08_config_329,-12177.0923,-12178.88056,0.99194,0.16528,8,5,-1.283315,-0.098717,-2.752566,-0.211736,15.100322,1.161563,34,2.8192387,5,2.8933742,0.1471,21,2.8112645,0.6176,8,2.7938361,0.2353,Deca,NO,,,NO
deca_Ag_05_Au_08_config_330,-12176.1288,-12178.33961,0.99401,0.17421,8,5,-0.319815,-0.024601,-2.211616,-0.170124,15.641272,1.203175,36,2.8460927,7,2.8306544,0.1944,15,2.8620579,0.4167,14,2.8367064,0.3889,Deca,NO,,,NO
deca_Ag_05_Au_08_config_331,-12176.3756,-12178.36649,0.99043,0.16011,8,5,-0.566615,-0.043586,-2.238496,-0.172192,15.614392,1.201107,36,2.8414311,7,2.7947643,0.1944,15,2.8921161,0.4167,14,2.8104579,0.3889,Deca,NO,,,C2
deca_Ag_05_Au_08_config_332,-12176.4154,-12178.24208,0.99555,0.18317,8,5,-0.606415,-0.046647,-2.114086,-0.162622,15.738802,1.210677,33,2.8107431,4,2.839339,0.1212,18,2.8055878,0.5455,11,2.8087807,0.3333,Deca,NO,,,NO
deca_Ag_05_Au_08_config_333,-12176.6232,-12178.55014,0.99448,0.17669,8,5,-0.814215,-0.062632,-2.422146,-0.186319,15.430742,1.18698,34,2.8135085,6,2.8644292,0.1765,16,2.7916498,0.4706,12,2.817194,0.3529,Deca,NO,,,NO
deca_Ag_05_Au_08_config_334,-12176.4464,-12178.69137,0.99544,0.18246,8,5,-0.637415,-0.049032,-2.563376,-0.197183,15.289512,1.176116,34,2.8116436,7,2.8370824,0.2059,16,2.8030477,0.4706,11,2.8079588,0.3235,Deca,NO,,,NO
deca_Ag_05_Au_08_config_335,-12176.6894,-12177.65539,0.99645,0.18993,8,5,-0.880415,-0.067724,-1.527396,-0.117492,16.325492,1.255807,36,2.8517015,4,2.9088576,0.1111,19,2.8421824,0.5278,13,2.8480291,0.3611,Deca,NO,,,NO
deca_Ag_05_Au_08_config_336,-12176.4173,-12178.72573,0.99377,0.17305,8,5,-0.608315,-0.046793,-2.597736,-0.199826,15.255152,1.173473,35,2.8301888,5,2.7798448,0.1429,18,2.8413672,0.5143,12,2.834398,0.3429,Deca,NO,,,C2
deca_Ag_05_Au_08_config_337,-12176.3233,-12176.66559,2.99811,0.21409,8,5,-0.514315,-0.039563,-0.537596,-0.041354,17.315292,1.331946,37,2.8478866,6,2.8702624,0.1622,14,2.8044543,0.3784,17,2.875756,0.4595,Deca,Cs,0,0.0001,D5h
deca_Ag_05_Au_08_config_338,-12176.6044,-12178.90794,0.99406,0.17446,8,5,-0.795415,-0.061186,-2.779946,-0.213842,15.072942,1.159457,37,2.8484228,7,2.8880057,0.1892,19,2.85816,0.5135,11,2.8064146,0.2973,Deca,NO,,,C2
deca_Ag_05_Au_08_config_339,-12176.7039,-12178.71386,0.99036,0.15991,8,5,-0.894915,-0.06884,-2.585866,-0.198913,15.267022,1.174386,34,2.811655,3,2.877368,0.0882,21,2.7998059,0.6176,10,2.8168247,0.2941,Deca,NO,,,NO
deca_Ag_05_Au_08_config_340,-12176.248,-12178.68924,0.98891,0.1557,8,5,-0.439015,-0.03377,-2.561246,-0.197019,15.291642,1.17628,36,2.8383191,7,2.8952048,0.1944,16,2.8119555,0.4444,13,2.8401361,0.3611,Deca,NO,,,C2
deca_Ag_05_Au_08_config_341,-12176.751,-12178.83092,0.99247,0.16736,8,5,-0.942015,-0.072463,-2.702926,-0.207917,15.149962,1.165382,36,2.8388467,4,2.8688984,0.1111,21,2.8264089,0.5833,11,2.8516638,0.3056,Deca,NO,,,C2
deca_Ag_05_Au_08_config_342,-12176.8451,-12177.27923,0.99748,0.20018,8,5,-1.036115,-0.079701,-1.151236,-0.088557,16.701652,1.284742,37,2.8571827,3,2.8450477,0.0811,20,2.8493302,0.5405,14,2.8710001,0.3784,Deca,Cs,0,0.0002,D5h
deca_Ag_05_Au_08_config_343,-12176.6117,-12178.8242,0.99292,0.16921,8,5,-0.802715,-0.061747,-2.696206,-0.2074,15.156682,1.165899,36,2.837811,7,2.8782389,0.1944,17,2.8288424,0.4722,12,2.8269341,0.3333,Deca,NO,,,C2
deca_Ag_05_Au_08_config_344,-12176.532,-12176.84285,2.94547,0.10727,8,5,-0.723015,-0.055617,-0.714856,-0.054989,17.138032,1.31831,37,2.8482766,4,2.8748851,0.1081,18,2.8211112,0.4865,15,2.8737803,0.4054,Deca,Cs,0.0137,0.0117,D5h
deca_Ag_05_Au_08_config_345,-12176.8556,-12178.99496,0.99464,0.17759,8,5,-1.046615,-0.080509,-2.866966,-0.220536,14.985922,1.152763,36,2.8337908,7,2.961848,0.1944,20,2.7907698,0.5556,9,2.8297918,0.25,Deca,Cs,0.129,0.0359,C3v
deca_Ag_05_Au_08_config_346,-12176.6902,-12178.68749,0.99333,0.171,8,5,-0.881215,-0.067786,-2.559496,-0.196884,15.293392,1.176415,34,2.8119957,2,2.7691875,0.0588,21,2.8013349,0.6176,11,2.8401327,0.3235,Deca,NO,,,NO
deca_Ag_05_Au_08_config_347,-12177.0496,-12178.05497,0.99698,0.19481,8,5,-1.240615,-0.095432,-1.926976,-0.148229,15.925912,1.22507,34,2.8295238,3,2.9513083,0.0882,22,2.819248,0.6471,9,2.8140476,0.2647,Deca,NO,,,NO
deca_Ag_05_Au_08_config_348,-12176.8405,-12178.98223,0.99836,0.21301,8,5,-1.031515,-0.079347,-2.854236,-0.219557,14.998652,1.153742,34,2.8235159,7,2.8983257,0.2059,17,2.778892,0.5,10,2.8470094,0.2941,Deca,Cs,0.0096,0.0098,Cs
deca_Ag_05_Au_08_config_349,-12176.4944,-12178.4829,0.99599,0.18629,8,5,-0.685415,-0.052724,-2.354906,-0.181147,15.497982,1.192152,34,2.8259761,6,2.9136679,0.1765,18,2.8000402,0.5294,10,2.8200469,0.2941,Deca,NO,,,NO
deca_Ag_05_Au_08_config_350,-12176.6984,-12178.86318,0.99486,0.17879,8,5,-0.889415,-0.068417,-2.735186,-0.210399,15.117702,1.1629,36,2.8378022,5,2.8366342,0.1389,20,2.839186,0.5556,11,2.8358157,0.3056,Deca,NO,,,C2
deca_Ag_05_Au_08_config_351,-12176.5155,-12178.52434,0.99537,0.18195,8,5,-0.706515,-0.054347,-2.396346,-0.184334,15.456542,1.188965,34,2.8166988,3,2.8039608,0.0882,19,2.8000345,0.5588,12,2.8462696,0.3529,Deca,NO,,,NO
deca_Ag_05_Au_08_config_352,-12176.5797,-12179.05233,0.99461,0.17737,8,5,-0.770715,-0.059286,-2.924336,-0.224949,14.928552,1.14835,35,2.8289175,5,2.9445615,0.1429,22,2.8132026,0.6286,8,2.7998576,0.2286,Deca,NO,,,C2
deca_Ag_05_Au_08_config_353,-12176.7281,-12178.66221,0.99751,0.20061,8,5,-0.919115,-0.070701,-2.534216,-0.19494,15.318672,1.178359,33,2.8109522,3,2.8727691,0.0909,20,2.7998867,0.6061,10,2.8145394,0.303,Deca,NO,,,NO
deca_Ag_05_Au_08_config_354,-12176.8162,-12178.82486,0.99876,0.22163,8,5,-1.007215,-0.077478,-2.696866,-0.207451,15.156022,1.165848,33,2.8151274,6,2.9561441,0.1818,19,2.7765822,0.5758,8,2.8009083,0.2424,Deca,NO,,,NO
deca_Ag_05_Au_08_config_355,-12176.3803,-12178.94803,0.99813,0.20918,8,5,-0.571315,-0.043947,-2.820036,-0.216926,15.032852,1.156373,36,2.8350542,4,2.8627341,0.1111,21,2.8154705,0.5833,11,2.8623743,0.3056,Deca,NO,,,Cs
deca_Ag_05_Au_08_config_356,-12176.5928,-12179.01837,0.99711,0.1962,8,5,-0.783815,-0.060293,-2.890376,-0.222337,14.962512,1.150962,34,2.8283522,7,2.9149921,0.2059,20,2.8108342,0.5882,7,2.7917619,0.2059,Deca,NO,,,NO
deca_Ag_05_Au_08_config_357,-12176.7519,-12178.68683,0.99176,0.16463,8,5,-0.942915,-0.072532,-2.558836,-0.196834,15.294052,1.176466,36,2.8359451,6,2.9048233,0.1667,20,2.8188791,0.5556,10,2.8287485,0.2778,Deca,NO,,,NO
deca_Ag_05_Au_08_config_358,-12176.7881,-12177.36966,0.99439,0.17621,8,5,-0.979115,-0.075317,-1.241666,-0.095513,16.611222,1.277786,37,2.8512058,7,2.8110282,0.1892,18,2.8287532,0.4865,12,2.9083221,0.3243,Deca,Cs,0.0231,0.0152,D5h
deca_Ag_05_Au_08_config_359,-12177.0209,-12178.90666,0.99529,0.18135,8,5,-1.211915,-0.093224,-2.778666,-0.213744,15.074222,1.159556,35,2.8298624,6,2.9286604,0.1714,19,2.7899907,0.5429,10,2.8463395,0.2857,Deca,NO,,,NO
deca_Ag_05_Au_08_config_360,-12176.9044,-12178.88533,0.99447,0.17665,8,5,-1.095415,-0.084263,-2.757336,-0.212103,15.095552,1.161196,36,2.8368888,6,2.9148819,0.1667,20,2.7885497,0.5556,10,2.8867712,0.2778,Deca,NO,,,NO
deca_Ag_05_Au_08_config_361,-12177.1312,-12178.85516,0.99668,0.19188,8,5,-1.322215,-0.101709,-2.727166,-0.209782,15.125722,1.163517,36,2.8346462,5,2.9251354,0.1389,21,2.7967951,0.5833,10,2.8688896,0.2778,Deca,NO,,,NO
deca_Ag_05_Au_08_config_362,-12176.9027,-12178.24053,0.9938,0.17317,8,5,-1.093715,-0.084132,-2.112536,-0.162503,15.740352,1.210796,35,2.8266537,6,2.8489237,0.1714,22,2.8212278,0.6286,7,2.8246193,0.2,Deca,NO,,,Cs
deca_Ag_05_Au_08_config_363,-12176.6103,-12177.01459,1.11262,0.08298,8,5,-0.801315,-0.06164,-0.886596,-0.0682,16.966292,1.305099,37,2.8411942,8,2.8045175,0.2162,16,2.8308415,0.4324,13,2.8765056,0.3514,Deca,C2v,0,0.0001,D5h
deca_Ag_05_Au_08_config_364,-12176.9872,-12178.87705,0.99566,0.18381,8,5,-1.178215,-0.090632,-2.749056,-0.211466,15.103832,1.161833,35,2.8298056,6,2.9002221,0.1714,19,2.8036556,0.5429,10,2.8372416,0.2857,Deca,NO,,,NO
deca_Ag_05_Au_08_config_365,-12177.0203,-12178.37659,0.99071,0.16102,8,5,-1.211315,-0.093178,-2.248596,-0.172969,15.604292,1.20033,34,2.8231378,4,2.8335462,0.1176,22,2.8216841,0.6471,8,2.8219316,0.2353,Deca,Cs,0.1776,0.0421,Cs
deca_Ag_05_Au_08_config_366,-12176.7826,-12177.99215,0.99651,0.1905,8,5,-0.973615,-0.074893,-1.864156,-0.143397,15.988732,1.229902,36,2.8312154,6,2.828661,0.1667,20,2.8269296,0.5556,10,2.8413203,0.2778,Deca,NO,,,C2v
deca_Ag_05_Au_08_config_367,-12177.1148,-12178.18526,0.99715,0.19646,8,5,-1.305815,-0.100447,-2.057266,-0.158251,15.795622,1.215048,37,2.8521273,5,2.7745507,0.1351,21,2.8564289,0.5676,11,2.8791759,0.2973,Deca,NO,,,C2
deca_Ag_05_Au_08_config_368,-12177.1952,-12178.18993,0.99568,0.18407,8,5,-1.386215,-0.106632,-2.061936,-0.15861,15.790952,1.214689,35,2.8314302,4,2.7321172,0.1143,23,2.8524795,0.6571,8,2.8205702,0.2286,Deca,Cs,0.0789,0.0281,Cs
deca_Ag_05_Au_08_config_369,-12176.9359,-12177.37853,0.98454,0.14557,8,5,-1.126915,-0.086686,-1.250536,-0.096195,16.602352,1.277104,37,2.8452504,6,2.8871756,0.1622,20,2.8170915,0.5405,11,2.8735805,0.2973,Deca,C2v,0.4502,0.0671,D5h
deca_Ag_05_Au_08_config_370,-12177.1528,-12178.83357,0.99882,0.22293,8,5,-1.343815,-0.10337,-2.705576,-0.208121,15.147312,1.165178,33,2.8168149,6,2.9561901,0.1818,20,2.7589686,0.6061,7,2.8626282,0.2121,Deca,C2v,0.1406,0.0375,C2v
deca_Ag_05_Au_08_config_371,-12177.3553,-12178.34945,0.99695,0.19457,8,5,-1.546315,-0.118947,-2.221456,-0.170881,15.631432,1.202418,35,2.8273971,6,2.8296607,0.1714,22,2.8269808,0.6286,7,2.8267643,0.2,Deca,NO,,,NO
deca_Ag_05_Au_08_config_372,-12176.0374,-12178.40035,0.99592,0.18576,8,5,-0.228415,-0.01757,-2.272356,-0.174797,15.580532,1.198502,35,2.836724,5,2.9075251,0.1429,18,2.8142838,0.5143,12,2.8408844,0.3429,Deca,NO,,,C2
deca_Ag_05_Au_08_config_373,-12176.4461,-12178.69108,0.99648,0.19017,8,5,-0.637115,-0.049009,-2.563086,-0.19716,15.289802,1.176139,35,2.831548,5,2.822659,0.1429,18,2.8182845,0.5143,12,2.8551481,0.3429,Deca,NO,,,NO
deca_Ag_05_Au_08_config_374,-12176.4526,-12178.76434,0.99531,0.18156,8,5,-0.643615,-0.049509,-2.636346,-0.202796,15.216542,1.170503,35,2.8276286,4,2.8689234,0.1143,19,2.802352,0.5429,12,2.8538859,0.3429,Deca,NO,,,NO
deca_Ag_05_Au_08_config_375,-12176.6417,-12178.51886,0.99717,0.1968,8,5,-0.832715,-0.064055,-2.390866,-0.183913,15.462022,1.189386,33,2.8148067,4,2.8129296,0.1212,17,2.8013289,0.5152,12,2.8345268,0.3636,Deca,NO,,,NO
deca_Ag_05_Au_08_config_376,-12176.356,-12178.67166,0.99202,0.16558,8,5,-0.547015,-0.042078,-2.543666,-0.195667,15.309222,1.177632,36,2.8394873,5,2.847115,0.1389,18,2.8317177,0.5,13,2.8473129,0.3611,Deca,NO,,,C2
deca_Ag_05_Au_08_config_377,-12176.4501,-12176.99241,0.99242,0.14712,8,5,-0.641115,-0.049317,-0.864416,-0.066494,16.988472,1.306806,37,2.8502574,4,2.8981154,0.1081,17,2.7987423,0.4595,16,2.8930275,0.4324,Deca,Cs,0.0137,0.0117,D5h
deca_Ag_05_Au_08_config_378,-12176.7791,-12177.37766,0.99411,0.17476,8,5,-0.970115,-0.074624,-1.249666,-0.096128,16.603222,1.277171,37,2.8658712,4,3.0949106,0.1081,19,2.8087955,0.5135,14,2.8778911,0.3784,Deca,NO,,,C2
deca_Ag_05_Au_08_config_379,-12176.6492,-12178.52954,0.99644,0.18993,8,5,-0.840215,-0.064632,-2.401546,-0.184734,15.451342,1.188565,34,2.820719,5,2.8282833,0.1471,16,2.7988431,0.4706,13,2.844734,0.3824,Deca,NO,,,NO
deca_Ag_05_Au_08_config_380,-12176.7942,-12177.31944,0.99477,0.1783,8,5,-0.985215,-0.075786,-1.191446,-0.09165,16.661442,1.281649,37,2.8559489,3,2.8967571,0.0811,19,2.7988715,0.5135,15,2.9200866,0.4054,Deca,NO,,,D5h
deca_Ag_05_Au_08_config_381,-12176.8688,-12178.68508,0.99399,0.17411,8,5,-1.059815,-0.081524,-2.557086,-0.196699,15.295802,1.1766,36,2.8435891,4,2.7928545,0.1111,20,2.8548071,0.5556,12,2.8418043,0.3333,Deca,NO,,,NO
deca_Ag_05_Au_08_config_382,-12176.598,-12177.08654,0.9981,0.20537,8,5,-0.789015,-0.060693,-0.958546,-0.073734,16.894342,1.299565,37,2.8483813,4,2.8842688,0.1081,17,2.7985096,0.4595,16,2.8923993,0.4324,Deca,Cs,0.7403,0.086,D5h
deca_Ag_05_Au_08_config_383,-12176.9014,-12178.60593,0.99646,0.19006,8,5,-1.092415,-0.084032,-2.477936,-0.19061,15.374952,1.182689,32,2.8039396,5,2.8628235,0.1563,20,2.7878778,0.625,7,2.8077717,0.2188,Deca,NO,,,NO
deca_Ag_05_Au_08_config_384,-12176.7101,-12177.78134,0.99682,0.19328,8,5,-0.901115,-0.069317,-1.653346,-0.12718,16.199542,1.246119,38,2.8717589,3,2.9711859,0.0789,22,2.8228965,0.5789,13,2.9315038,0.3421,Deca,Cs,0.2353,0.0485,C3h
deca_Ag_05_Au_08_config_385,-12176.6202,-12178.62937,0.99499,0.17961,8,5,-0.811215,-0.062401,-2.501376,-0.192414,15.351512,1.180886,36,2.8407874,6,2.8865082,0.1667,18,2.8308272,0.5,12,2.8328676,0.3333,Deca,NO,,,C2
deca_Ag_05_Au_08_config_386,-12176.7405,-12178.72675,0.99755,0.20106,8,5,-0.931515,-0.071655,-2.598756,-0.199904,15.254132,1.173395,35,2.8282082,3,2.9119966,0.0857,22,2.8077753,0.6286,10,2.8480234,0.2857,Deca,NO,,,C2
deca_Ag_05_Au_08_config_387,-12177.063,-12178.87349,0.99738,0.1991,8,5,-1.254015,-0.096463,-2.745496,-0.211192,15.107392,1.162107,36,2.8353531,5,2.885181,0.1389,21,2.8232327,0.5833,10,2.835892,0.2778,Deca,Cs,0.1902,0.0436,C3v
deca_Ag_06_Au_07_config_301,-12270.3029,-12272.25131,0.99215,0.16612,7,6,-1.229538,-0.09458,-2.844245,-0.218788,14.918487,1.147576,36,2.8306472,9,2.8718581,0.25,20,2.7963655,0.5556,7,2.8756061,0.1944,Deca,NO,,,NO
deca_Ag_06_Au_07_config_302,-12270.3868,-12271.58552,1.00106,0.102,7,6,-1.313428,-0.101033,-2.178455,-0.167573,15.584277,1.198791,37,2.8538334,9,2.838459,0.2432,21,2.8706691,0.5676,7,2.8230956,0.1892,Deca,Cs,0.2303,0.048,Cs
deca_Ag_06_Au_07_config_303,-12270.4215,-12271.95398,0.99744,0.19961,7,6,-1.348138,-0.103703,-2.546915,-0.195917,15.215817,1.170447,36,2.835839,10,2.8917038,0.2778,19,2.8090928,0.5278,7,2.8286281,0.1944,Deca,NO,,,NO
deca_Ag_06_Au_07_config_304,-12270.6115,-12272.13769,0.99626,0.18842,7,6,-1.538138,-0.118318,-2.730625,-0.210048,15.032107,1.156316,36,2.8338335,9,2.9026251,0.25,21,2.8142979,0.5833,6,2.7990179,0.1667,Deca,NO,,,NO
deca_Ag_06_Au_07_config_305,-12270.5376,-12272.14313,0.99331,0.17093,7,6,-1.464238,-0.112634,-2.736065,-0.210467,15.026667,1.155897,35,2.8220727,6,2.8383598,0.1714,22,2.8055696,0.6286,7,2.8599794,0.2,Deca,NO,,,NO
deca_Ag_06_Au_07_config_306,-12270.475,-12271.69149,0.99789,0.20547,7,6,-1.401638,-0.107818,-2.284425,-0.175725,15.478307,1.190639,38,2.873065,9,2.9243145,0.2368,24,2.8376687,0.6316,5,2.9507172,0.1316,Deca,NO,,,C3h
deca_Ag_06_Au_07_config_307,-12270.6938,-12271.74778,0.99601,0.18644,7,6,-1.620438,-0.124649,-2.340715,-0.180055,15.422017,1.186309,36,2.8413253,9,2.8756218,0.25,22,2.7964151,0.6111,5,2.9771953,0.1389,Deca,Cs,0.143,0.0378,Cs
deca_Ag_06_Au_07_config_308,-12270.7611,-12271.59156,0.99779,0.20425,7,6,-1.687738,-0.129826,-2.184495,-0.168038,15.578237,1.198326,35,2.8401783,9,2.8894835,0.2571,21,2.8227136,0.6,5,2.8247821,0.1429,Deca,NO,,,NO
deca_Ag_06_Au_07_config_309,-12269.7402,-12272.18944,0.99355,0.17201,7,6,-0.666838,-0.051295,-2.782375,-0.214029,14.980357,1.152335,37,2.8461995,12,2.8971403,0.3243,18,2.8352749,0.4865,7,2.786962,0.1892,Deca,NO,,,NO
deca_Ag_06_Au_07_config_310,-12269.9972,-12271.9324,0.99222,0.16635,7,6,-0.923838,-0.071065,-2.525335,-0.194257,15.237397,1.172107,36,2.8310561,10,2.8628109,0.2778,18,2.8116968,0.5,8,2.8349228,0.2222,Deca,NO,,,NO
